SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,TRANSACTION_DATE
326834,0,Cash loans,F,Y,Y,2,135000.0,545040.0,34830.0,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.00963,-15756,-2888,-3003.0,-2821,5.0,1,1,1,1,1,0,Sales staff,4.0,2,2,THURSDAY,10,0,0,0,0,1,1,Self-employed,0.605476884211312,0.5415797804686924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-712.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2025-05-27 03:52:23.432261
346710,0,Cash loans,F,Y,Y,0,270000.0,953460.0,66487.5,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-21399,365243,-9880.0,-4377,4.0,1,0,0,1,1,0,,2.0,2,2,FRIDAY,8,0,0,0,0,0,0,XNA,,0.4565677955137644,0.5370699579791587,0.1649,0.0995,0.9861,0.8096,0.0295,0.16,0.1379,0.375,0.4167,0.1406,0.1345,0.1875,0.0,0.0059,0.1681,0.1032,0.9861,0.8171,0.0297,0.1611,0.1379,0.375,0.4167,0.1438,0.1469,0.1953,0.0,0.0062,0.1665,0.0995,0.9861,0.8121,0.0296,0.16,0.1379,0.375,0.4167,0.143,0.1368,0.1908,0.0,0.006,org spec account,block of flats,0.1487,Panel,No,6.0,0.0,6.0,0.0,-856.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,2025-05-27 04:52:23.432261
175076,0,Cash loans,M,N,Y,0,180000.0,331632.0,35847.0,315000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.009334,-14967,-7645,-1385.0,-5038,,1,1,0,1,0,0,,2.0,2,2,THURSDAY,17,0,0,0,0,0,0,Business Entity Type 2,,0.6390727443917132,0.3572932680336494,0.1227,0.1238,0.9831,,,0.0,0.2759,0.1667,,0.0,,0.1155,,0.0,0.105,0.1057,0.9821,,,0.0,0.2069,0.1667,,0.0,,0.094,,0.0,0.1239,0.1238,0.9831,,,0.0,0.2759,0.1667,,0.0,,0.1176,,0.0,,block of flats,0.071,"Stone, brick",No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2025-05-27 05:52:23.432261
421097,0,Revolving loans,M,Y,Y,0,202500.0,180000.0,9000.0,180000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.022625,-13958,-813,-1251.0,-1921,8.0,1,1,0,1,0,0,Drivers,2.0,2,2,SUNDAY,11,0,0,0,0,0,0,Industry: type 3,,0.5294398259448977,0.6127042441012546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1094.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2025-05-27 06:52:23.432261
362096,0,Cash loans,M,N,Y,0,103500.0,540000.0,35046.0,540000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.026392,-9584,-431,-8736.0,-2261,,1,1,0,1,0,0,Laborers,1.0,2,2,FRIDAY,18,0,0,0,0,0,0,Construction,,0.6346932807943652,,0.266,0.2942,0.9851,,,0.0,0.6207,0.1667,,0.4397,,0.2529,,0.0012,0.271,0.3053,0.9851,,,0.0,0.6207,0.1667,,0.4498,,0.2635,,0.0013,0.2686,0.2942,0.9851,,,0.0,0.6207,0.1667,,0.4474,,0.2575,,0.0012,,block of flats,0.2305,Panel,No,0.0,0.0,0.0,0.0,-390.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-05-27 07:52:23.432261
394235,0,Cash loans,F,N,Y,0,31500.0,157500.0,15705.0,157500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,-24678,365243,-404.0,-4485,,1,0,0,1,1,0,,2.0,3,3,SUNDAY,9,0,0,0,0,0,0,XNA,,0.2367293184188694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-328.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-27 08:52:23.432261
364301,0,Revolving loans,F,Y,Y,0,112500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.035792,-8223,-346,-6857.0,-883,0.0,1,1,0,1,0,0,Medicine staff,1.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Medicine,0.2687706113473958,0.6853836236426393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-05-27 09:52:23.432261
259305,0,Cash loans,F,N,N,0,126000.0,358074.0,18409.5,256500.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.035792,-16391,-1244,-5712.0,-4222,,1,1,0,1,1,0,Laborers,1.0,2,2,TUESDAY,11,0,0,0,0,1,1,Trade: type 7,,0.7180265457715364,0.4241303111942548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1314.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,2025-05-27 10:52:23.432261
398754,0,Cash loans,M,Y,Y,0,90000.0,384048.0,14607.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010966,-12821,-155,-6949.0,-4337,23.0,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Industry: type 11,,0.3146243409982624,0.11911906455945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069,,No,3.0,0.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1.0,3.0,2025-05-27 11:52:23.432261
454294,0,Cash loans,F,N,Y,0,45000.0,133528.5,8824.5,121500.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.009175,-23768,365243,-9179.0,-4096,,1,0,0,1,1,0,,1.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,XNA,,0.58032482545015,,0.3464,0.1924,0.9871,,,0.36,0.3103,0.3333,,0.0979,,0.3573,,0.0,0.3529,0.1996,0.9871,,,0.3625,0.3103,0.3333,,0.1001,,0.3723,,0.0,0.3497,0.1924,0.9871,,,0.36,0.3103,0.3333,,0.0996,,0.3637,,0.0,,block of flats,0.3202,Panel,No,0.0,0.0,0.0,0.0,-248.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,2025-05-27 12:52:23.432261
304820,0,Revolving loans,F,N,Y,0,76500.0,247500.0,12375.0,247500.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.020246,-20768,365243,-3697.0,-4201,,1,0,0,1,0,0,,1.0,3,3,WEDNESDAY,11,0,0,0,0,0,0,XNA,0.6742357458884205,0.4723675751774392,0.520897599048938,0.0722,0.0235,0.9831,,,0.0,0.1379,0.1667,,0.0,,0.0677,,0.0,0.0735,0.0243,0.9831,,,0.0,0.1379,0.1667,,0.0,,0.0706,,0.0,0.0729,0.0235,0.9831,,,0.0,0.1379,0.1667,,0.0,,0.0689,,0.0,,block of flats,0.058,"Stone, brick",No,3.0,0.0,3.0,0.0,-708.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-27 13:52:23.432261
419580,0,Revolving loans,F,N,Y,0,202500.0,405000.0,20250.0,405000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-20469,365243,-4907.0,-3816,,1,0,0,1,1,0,,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,XNA,,0.2547599571469118,0.722392890081304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-176.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,2025-05-27 14:52:23.432261
424444,0,Cash loans,F,N,Y,0,90000.0,198000.0,15772.5,198000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.028663,-19338,-2876,-6964.0,-2871,,1,1,0,1,0,0,Sales staff,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.7781429832289785,0.2175929541905976,0.3910549766342248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-608.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,2025-05-27 15:52:23.432261
334838,0,Cash loans,M,Y,Y,1,427500.0,1649376.0,51916.5,1350000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.072508,-15737,-8158,-8322.0,-5039,2.0,1,1,0,1,0,0,,3.0,1,1,MONDAY,14,0,0,0,0,0,0,Military,,0.4304735393127989,0.6347055309763198,0.3567,0.2092,0.9796,0.7212,0.1075,0.44,0.3103,0.3958,0.0417,0.0,0.2904,0.3323,0.0019,0.0028,0.2006,0.0982,0.9796,0.7321,0.0547,0.3222,0.1379,0.3333,0.0417,0.0,0.1745,0.19,0.0,0.0,0.3602,0.2092,0.9796,0.7249,0.1082,0.44,0.3103,0.3958,0.0417,0.0,0.2954,0.3382,0.0019,0.0028,,block of flats,0.3792,Panel,No,0.0,0.0,0.0,0.0,-1607.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2025-05-27 16:52:23.432261
180996,0,Cash loans,F,N,N,0,427500.0,1574532.0,66843.0,1350000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018801,-15372,-2146,-2117.0,-2117,,1,1,1,1,0,0,Sales staff,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.3933234556614653,0.3207817003862623,0.0456768096067446,0.1485,0.0904,0.9881,0.8368,0.093,0.16,0.1379,0.3333,0.375,0.197,0.121,0.1536,0.0,0.0,0.1513,0.0938,0.9881,0.8432,0.0939,0.1611,0.1379,0.3333,0.375,0.2015,0.1322,0.16,0.0,0.0,0.1499,0.0904,0.9881,0.8390000000000001,0.0936,0.16,0.1379,0.3333,0.375,0.2004,0.1231,0.1563,0.0,0.0,reg oper spec account,block of flats,0.1721,Panel,No,1.0,1.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,2025-05-27 17:52:23.432261
380070,0,Cash loans,F,N,Y,0,135000.0,505066.5,28332.0,468000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.072508,-22358,365243,-11648.0,-4030,,1,0,0,1,1,0,,1.0,1,1,WEDNESDAY,16,0,0,0,0,0,0,XNA,,0.3612132416886601,0.6658549219640212,0.1897,0.0762,0.9836,0.7756,,0.32,0.1379,0.4583,0.0,0.0,0.1547,0.1923,0.0,0.0135,0.1933,0.079,0.9836,0.7844,,0.3222,0.1379,0.4583,0.0,0.0,0.1689999999999999,0.2003,0.0,0.0143,0.1915,0.0762,0.9836,0.7786,,0.32,0.1379,0.4583,0.0,0.0,0.1573,0.1957,0.0,0.0138,reg oper spec account,block of flats,0.1556,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,2025-05-27 18:52:23.432261
145658,0,Cash loans,M,N,Y,0,175500.0,276277.5,21510.0,238500.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.00496,-9826,-1717,-3849.0,-1833,,1,1,0,1,0,0,Core staff,1.0,2,2,THURSDAY,10,0,0,0,0,1,1,Police,,0.6829880316383781,0.6879328378491735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2025-05-27 19:52:23.432261
433533,0,Cash loans,F,N,Y,0,216000.0,289597.5,14062.5,234000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-22715,365243,-9751.0,-4821,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,0.5660674740526591,0.7209526163974687,0.3217352821966848,0.1361,0.0573,0.9752,0.66,0.0103,0.0,0.2069,0.1667,0.2083,0.0338,0.1042,0.0903,0.0309,0.067,0.1387,0.0594,0.9752,0.6733,0.0104,0.0,0.2069,0.1667,0.2083,0.0346,0.1139,0.0941,0.0311,0.0709,0.1374,0.0573,0.9752,0.6645,0.0104,0.0,0.2069,0.1667,0.2083,0.0344,0.106,0.092,0.0311,0.0684,,block of flats,0.0913,"Stone, brick",No,5.0,0.0,5.0,0.0,-1603.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,8.0,2025-05-27 20:52:23.432261
327648,0,Cash loans,F,N,Y,0,202500.0,973503.0,39780.0,855000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.008575,-9149,-721,-9015.0,-1823,,1,1,0,1,0,1,Core staff,1.0,2,2,MONDAY,14,0,0,0,0,0,0,Trade: type 7,0.5737611529887549,0.4703024346785574,0.524496446363472,0.1184,0.0927,0.9821,,,0.064,0.1931,0.2333,,0.0,,0.1124,,0.1532,0.125,0.1053,0.9806,,,0.0,0.1379,0.1667,,0.0,,0.1194,,0.1367,0.1239,0.1015,0.9806,,,0.0,0.1379,0.1667,,0.0,,0.1167,,0.1318,,block of flats,0.0902,Panel,No,0.0,0.0,0.0,0.0,-355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-27 21:52:23.432261
352886,0,Cash loans,F,N,N,0,54000.0,177768.0,11002.5,135000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.011703,-14865,-1566,-8447.0,-4462,,1,1,0,1,1,0,Core staff,1.0,2,2,MONDAY,17,0,0,0,0,1,1,Hotel,0.4738727340506944,0.7320357974520504,0.2405414172860865,0.0165,0.0366,0.9861,,0.0029,,0.069,0.0833,0.125,,0.0134,0.0099,,0.028,0.0168,0.038,0.9861,,0.0029,,0.069,0.0833,0.125,,0.0147,0.0103,,0.0297,0.0167,0.0366,0.9861,,0.0029,,0.069,0.0833,0.125,,0.0137,0.0101,,0.0286,reg oper account,block of flats,0.0154,Panel,No,0.0,0.0,0.0,0.0,-1161.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,2.0,2025-05-27 22:52:23.432261
168519,0,Cash loans,M,Y,Y,0,180000.0,1489500.0,41089.5,1489500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.015221,-8541,-589,-1730.0,-1207,17.0,1,1,0,1,1,0,Laborers,2.0,2,2,THURSDAY,8,0,0,0,0,1,1,Business Entity Type 3,,0.5401081389778802,0.5406544504453575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-740.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,2025-05-27 23:52:23.432261
438119,0,Cash loans,M,Y,Y,0,112500.0,755190.0,36459.0,675000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.0060079999999999,-15745,-2761,-9689.0,-3274,14.0,1,1,0,1,1,0,,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Industry: type 11,0.6635570665822189,0.6667729246303692,,0.2227,0.1589,0.9796,0.7212,0.0423,0.24,0.2069,0.3333,0.375,0.1049,0.1816,0.2343,0.0,0.0,0.2269,0.1649,0.9796,0.7321,0.0427,0.2417,0.2069,0.3333,0.375,0.1073,0.1983,0.2441,0.0,0.0,0.2248,0.1589,0.9796,0.7249,0.0426,0.24,0.2069,0.3333,0.375,0.1068,0.1847,0.2385,0.0,0.0,reg oper account,block of flats,0.2074,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-05-28 00:52:23.432261
193453,0,Cash loans,M,Y,N,2,225000.0,582804.0,31747.5,463500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-12493,-1655,-6128.0,-4063,8.0,1,1,0,1,0,0,Laborers,4.0,1,1,SATURDAY,13,0,1,1,0,0,0,Construction,,0.5845103441468734,,0.0619,0.0751,0.9856,0.8028,0.0897,0.0,0.1379,0.1667,0.2083,0.1107,0.0504,0.0562,0.0,0.0222,0.063,0.0779,0.9856,0.8105,0.0905,0.0,0.1379,0.1667,0.2083,0.1133,0.0551,0.0585,0.0,0.0235,0.0625,0.0751,0.9856,0.8054,0.0903,0.0,0.1379,0.1667,0.2083,0.1127,0.0513,0.0572,0.0,0.0227,reg oper spec account,block of flats,0.049,"Stone, brick",No,0.0,0.0,0.0,0.0,-534.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-05-28 01:52:23.432261
359982,0,Cash loans,F,N,Y,0,76500.0,343800.0,12348.0,225000.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.072508,-24010,365243,-13554.0,-4387,,1,0,0,1,1,0,,1.0,1,1,SUNDAY,14,0,0,0,0,0,0,XNA,,,0.6006575372857061,0.1485,0.1091,0.9806,0.7348,0.0743,0.16,0.1379,0.3333,0.375,0.0247,0.121,0.0907,0.0,0.0,0.1513,0.1132,0.9806,0.7452,0.075,0.1611,0.1379,0.3333,0.375,0.0253,0.1322,0.0945,0.0,0.0,0.1499,0.1091,0.9806,0.7383,0.0748,0.16,0.1379,0.3333,0.375,0.0252,0.1231,0.0923,0.0,0.0,reg oper account,block of flats,0.1119,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-28 02:52:23.432261
353721,0,Cash loans,F,N,N,0,112500.0,454500.0,21865.5,454500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,-14849,-430,-6688.0,-4998,,1,1,0,1,1,0,Medicine staff,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,Medicine,,0.3697528586944429,0.3170317785834444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1196.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2025-05-28 03:52:23.432261
320420,0,Cash loans,F,Y,N,0,292500.0,907029.0,30105.0,783000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.022625,-17173,-2933,-490.0,-732,64.0,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Self-employed,,0.6550958324327675,0.4241303111942548,0.1603,,0.9791,,,0.0,0.1034,0.1667,,,,0.0385,,,0.1597,,0.9791,,,0.0,0.1034,0.1667,,,,0.0383,,,0.1619,,0.9791,,,0.0,0.1034,0.1667,,,,0.0392,,,,block of flats,0.0475,"Stone, brick",No,2.0,0.0,2.0,0.0,-14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,3.0,2025-05-28 04:52:23.432261
185330,0,Cash loans,M,Y,Y,0,135000.0,170640.0,9657.0,135000.0,Children,Working,Higher education,Married,House / apartment,0.019101,-20894,-2059,-7375.0,-3063,21.0,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,12,0,0,0,0,1,1,Self-employed,0.6749401258423587,,0.8625103025687644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2939.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2025-05-28 05:52:23.432261
348620,0,Cash loans,F,N,N,0,171000.0,481495.5,32436.0,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.018634,-22039,365243,-7930.0,-4539,,1,0,0,1,0,0,,1.0,2,2,MONDAY,12,0,0,0,0,0,0,XNA,,0.5125730922774981,0.7062051096536562,0.101,0.1135,0.9821,0.7552,0.0466,0.0,0.2069,0.1667,0.2083,0.0442,0.0824,0.0874,,0.0055,0.1029,0.1178,0.9821,0.7648,0.047,0.0,0.2069,0.1667,0.2083,0.0452,0.09,0.091,,0.0059,0.102,0.1135,0.9821,0.7585,0.0469,0.0,0.2069,0.1667,0.2083,0.0449,0.0838,0.0889,,0.0057,reg oper account,block of flats,0.0954,"Stone, brick",No,1.0,1.0,1.0,1.0,-2252.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2025-05-28 06:52:23.432261
252963,0,Cash loans,F,N,Y,0,90000.0,254700.0,18454.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.009175,-19655,-1697,-10730.0,-2845,,1,1,1,1,0,0,Sales staff,1.0,2,2,TUESDAY,14,0,1,1,0,1,1,Self-employed,,0.7378545343024038,,0.0928,,0.9906,,,0.0,0.1493,0.1388,,,,0.0746,,,0.1303,,0.9791,,,0.0,0.0345,0.0417,,,,0.0159,,,0.1291,,0.996,,,0.0,0.1379,0.1667,,,,0.0955,,,,block of flats,0.0748,"Stone, brick",No,1.0,0.0,1.0,0.0,-586.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-05-28 07:52:23.432261
256823,0,Revolving loans,M,N,Y,2,112500.0,450000.0,22500.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0035409999999999,-18276,-278,-3113.0,-1814,,1,1,1,1,1,0,Managers,4.0,1,1,WEDNESDAY,14,0,0,0,0,0,0,Security Ministries,,0.4926330414366482,0.4258928980051529,0.0124,,0.9771,,,,0.1034,0.0417,,,,0.0106,,0.0022,0.0126,,0.9772,,,,0.1034,0.0417,,,,0.0111,,0.0023,0.0125,,0.9771,,,,0.1034,0.0417,,,,0.0108,,0.0022,,block of flats,0.0088,Wooden,No,1.0,1.0,1.0,0.0,-827.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-28 08:52:23.432261
